,Movie,Date,Rating,Year,Director,Writer,Cast
239,Spiral,28/08/2021,5,2021,Darren Bousman,"Josh Stolberg, Pete Goldfinger","Chris Rock, Max Minghella, Samuel L. Jackson, Marisol Nichols, Dan Petronijevic, Richard Zeppieri, Ali Johnson, Zoie Palmer, K.C. Collins, Edie Inksetter, Nazneen Contractor, Thomas Mitchell, Carvin Winans, Leila Leigh, Chad Camilleri, Jerry Getty"
240,The Art Of Self-defense,03/09/2021,7,2019,Riley Stearns,Riley Stearns,"Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada, David Zellner, Phillip Andre Botello, Jason Burkey, Mike V. Szuc, C.J. Rush, Davey Johnson, Hauke Bahr"
241,The Chef,04/09/2021,7,2012,Daniel Cohen,Daniel Cohen,"Jean Reno, Michaël Youn, Raphaëlle Agogué, Julien Boisselier, Salomé Stévenin, Serge Larivière, Pierre Vernier, Santiago Segura, Issa Doumbia, Bun Hay Mean"
242,Arrival,04/09/2021,9,2016,Denis Villeneuve,Eric Heisserer,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O___Brien, Tzi Ma, Abigail Pniowsky, Julia Scarlett Dan, Jadyn Malone, Frank Schorpion, Nathaly Thibault"
243,Ex Machina,05/09/2021,8,2015,Alex Garland,Alex Garland,"Domhnall Gleeson, Oscar Isaac, Alicia Vikander, Sonoya Mizuno, Claire Selby, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson"
244,The Handmaiden,10/09/2021,6,2016,Park Chan-wook,Seo-kyeong Jeong,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo, Cho Jin-woong, Kim Hae-sook, Moon So-ri, Jeong Ha-dam, Jo Eun-hyung"
245,The Highwaymen,11/09/2021,5,2019,John Lee Hancock,John Fusco,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Kim Dickens, Thomas Mann, W. Earl Brown, Emily Brobst, Edward Bossert, David Furr, Jane McNeill, Jesse C. Boyd, Jason Davis, Josh Ventura"
246,Oldboy (US),15/09/2021,6,2013,Spike Lee,Mark Protosevich,"Josh Brolin, Elizabeth Olsen, Sharlto Copley, Michael Imperioli, Linda Emond, James Ransone, Max Casella, Pom Klementieff, Samuel L. Jackson, Elvis Nolasco, Rami Malek, Lance Reddick, Hannah Ware, Richard Portnow, Hannah Simone, Ciera Payton"
247,Free Guy,16/09/2021,6,2021,Shawn Levy,"Matt Lieberman, Zak Penn","Ryan Reynolds, Jodie Comer, Joe Keery, Lil Rel Howery, Utkarsh Ambudkar, Taika Waititi, Aaron Reed, Britne Oldford, Anabel Graetz"
248,La Belle Epoque,17/09/2021,8,2019,Nicolas Bedos,Nicolas Bedos,"Daniel Auteuil, Guillaume Canet, Doria Tillier, Pierre Arditi, Fanny Ardant, Denis Podalydès, Michaël Cohen, Jeanne Arènes, Bertrand Poncet, Bruno Raffaelli, Lizzie Brocheré, Thomas Scimeca, Emmanuel Ménard, Sébastien Corona, Tobias Licht, Elisabeth Duda, Frédéric Sandeau, Arnaud De Montlivaut, Sandrine Moaligou"
249,The Hunt,18/09/2021,7,2012,Thomas Vinterberg,"Tobias Lindholm, Thomas Vinterberg","Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold, Anne Louise Hassing, Lars Ranthe, Alexandra Rapaport, Ole Dupont, Jytte Kvinesdal"
250,I See You,20/09/2021,7,2019,Adam Randall,Devon Graye,"Helen Hunt, Jon Tenney, Judah Lewis, Owen Teague, Libe Barer, Gregory Alan Williams, Allison Gabriel King, Jennifer Grace, Adam Kern"
251,Scott Pilgrim Vs The World,23/09/2021,8,2010,Edgar Wright,"Michael Bacall, Edgar Wright","Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Johnny Simmons, Mark Webber, Mae Whitman, Ellen Wong, Shôta Saitô, Satya Bhabha, Keita Saito"
252,Away We Go,24/09/2021,7,2009,Sam Mendes,"Dave Eggers, Vendela Vida","John Krasinski, Maya Rudolph, Jeff Daniels, Carmen Ejogo, Jim Gaffigan, Maggie Gyllenhaal, Josh Hamilton, Allison Janney, Melanie Lynskey, Chris Messina, Catherine O___Hara, Paul Schneider"
253,Austin Powers: International Man Of Mystery,24/09/2021,7,1997,Jay Roach,Mike Myers,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell"
254,Manchester By The Sea,25/09/2021,7,2017,Kenneth Lonergan,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges, C.J. Wilson, Heather Burns, Tate Donovan, Josh Hamilton, Anna Baryshnikov, Matthew Broderick, Gretchen Mol"
255,Escape Room: Tournament Of Champions,26/09/2021,7,2021,Adam Robitel,"Will Honley, Maria Melnik, Daniel Tuch, Oren Uziel","Taylor Russell, Logan Miller, Indya Moore, Holland Roden, Thomas Cocquerel, Carlito Olivero, Deborah Ann Woll"
256,The Guilty,01/10/2021,6,2021,Antoine Fuqua,Nic Pizzolatto,"Jake Gyllenhaal, Ethan Hawke, Riley Keough, Paul Dano, Peter Sarsgaard, Bill Burr, Edi Patterson, David Castañeda, Christina Vidal"
257,The Godfather Part 2,02/10/2021,9,1974,Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo","Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale, Talia Shire, Lee Strasberg, Michael V. Gazzo, G.D. Spradlin, Richard Bright, Gastone Moschin, Tom Rosqui, Bruno Kirby, Frank Sivero, Francesca De Sapio, Morgana King, Marianna Hill, Leopoldo Trieste, Dominic Chianese, Amerigo Tot"
258,War Dogs,03/10/2021,8,2016,Todd Phillips,"Stephen Chin, Todd Phillips, Jason Smilovic","Jonah Hill, Miles Teller, Ana de Armas, Bradley Cooper, Kevin Pollak, Steve Lantz, Gregg Weiner, David Packouz, Eddie Jemison, Julian Sergi, Shaun Toub"
259,Till Death,04/10/2021,5,2021,S.K. Dale,Jason Carvey,"Megan Fox, Eoin Macken, Callan Mulvey, Jack Roth, Aml Ameen, Lili Rich, Stefanie Rozhko, Teodora Djuric, Keanu Snyders"
260,Wonder Woman 1984,08/10/2021,6,2020,Patty Jenkins,"Patty Jenkins, Geoff Johns, David Callaham","Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal, Robin Wright, Connie Nielsen, Lilly Aspell, Amr Waked, Kristoffer Polaha, Natasha Rothwell, Ravi Patel, Oliver Cotton, Lucian Perez, Gabriella Wilde, Kelvin Yu, Stuart Milligan, Shane Attwooll, David Al-Fahmi, Kevin Wallace, Wai Wong"
261,21 Bridges,13/10/2021,8,2019,Brian Kirk,"Adam Mervis, Matthew Michael Carnahan","Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James, Taylor Kitsch, Keith David, Alexander Siddig, Louis Cancelmi, Victoria Cartagena, Gary Carr, Morocco Omari, Chris Ghaffari, Dale Pavinski, Christian Isaiah, Sarah Ellen Stephens, Jamie Neumann, Peter Patrikios"
262,The Godfather Part 3,16/10/2021,8,1990,Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo","Al Pacino, Diane Keaton, Talia Shire, Andy Garcia, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda, Sofia Coppola, Raf Vallone, Franc D___Ambrosio, Donal Donnelly, Richard Bright, Helmut Berger, Don Novello, John Savage, Franco Citti, Mario Donatone, Vittorio Duse, Enzo Robutti"
263,Scary Movie,15/10/2021,8,2000,Malcolm D. Lee,"David Zucker, Pat Proft","Ashley Tisdale, Simon Rex, Erica Ash, Katt Williams, Gracie Whitton, Ava Kolker, Lidia Porto, Charlie Sheen, Tyler Posey, Katrina Bowden, Darrell Hammond, Ben Cornish, J.P. Manoux, Molly Shannon, Terry Crews, Heather Locklear, Kate Walsh, Jerry O___Connell, Mike Tyson, Lindsay Lohan"
264,Drive,17/10/2021,8,2011,Nicolas Winding Refn,Hossein Amini,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Ron Perlman, Kaden Leos, Christina Hendricks"
265,Non-stop,19/10/2021,7,2014,Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle","Liam Neeson, Julianne Moore, Anson Mount, Scoot McNairy, Michelle Dockery, Nate Parker, Linus Roache, Jason Butler Harner, Lupita Nyong___o, Corey Stoll, Omar Metwally, Shea Whigham"
266,Magnolia,23/10/2021,8,1999,Paul Thomas Anderson,Paul Thomas Anderson,"Jason Robards, Julianne Moore, Tom Cruise, Philip Seymour Hoffman, John C. Reilly, Melora Walters, Jeremy Blackman, Michael Bowen, William H. Macy, Philip Baker Hall, Melinda Dillon, Emmanuel Johnson, Michael Murphy, Luis Guzmán, April Grace, Orlando Jones, Ricky Jay, Henry Gibson, Felicity Huffman, Alfred Molina"
267,Austin Powers: The Spy Who Shagged Me,24/10/2021,6,1999,Jay Roach,"Mike Myers, Mike Myers, Michael McCullers","Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Kristen Johnston, Gia Carides, Burt Bacharach, Elvis Costello, Will Ferrell, Woody Harrelson, Charles Napier, Willie Nelson, Tim Robbins, Rebecca Romijn, Jerry Springer"
268,Bo Burnham Inside,29/10/2021,8,2021,Bo Burnham,Bo Burnham,Bo Burnham
269,25th Hour,30/10/2021,7,2002,Spike Lee,"David Benioff, David Benioff","Ed Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Anna Paquin, Brian Cox, Tony Siragusa, Levan Uchaneishvili, Misha Kuznetsov, Isiah Whitlock Jr., Michael Genet"
270,The Raid Redemption,04/11/2021,6,2011,Gareth Evans,Gareth Evans,"Iko Uwais, Joe Taslim, Donny Alamsyah, Yayan Ruhian, Pierre Gruno, Ray Sahetapy, Tegar Satrya, Iang Darmawan, Eka \""Piranha\"" Rahmadia, Verdi Solaiman"
271,Triangle,13/11/2021,7,2009,Christopher Smith,Christopher Smith,"Melissa George, Liam Hemsworth, Rachael Carpani, Emma Lung, Michael Dorman, Henry Nixon, Joshua McIvor, Bryan Probets"
272,Red Notice,14/11/2021,5,2021,Rawson Marshall Thurber,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos, Ivan Mbakop, Jay Romero"
273,The Laundromat,15/11/2021,7,2019,Steven Soderbergh,Scott Z. Burns,"Meryl Streep, Gary Oldman, Antonio Banderas, Jeffrey Wright, Robert Patrick, David Schwimmer, Sharon Stone"
274,Kajillionaire,16/11/2021,6,2020,Miranda July,Miranda July,"Evan Rachel Wood, Gina Rodriguez, Richard Jenkins, Debra Winger, Patricia Belcher, Kim Estes, Da___Vine Joy Randolph, Rachel Redleaf"
275,I Care A Lot,19/11/2021,8,2020,J Blakeson,J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest, Chris Messina, Isiah Whitlock Jr., Macon Blair, Nicholas Logan, Damian Young, Alicia Witt"
276,Maze Runner: The Death Cure,20/11/2021,5,2018,Wes Ball,T.S. Nowlin,"Dylan O___Brien, Thomas Brodie-Sangster, Kaya Scodelario, Giancarlo Esposito, Rosa Salazar, Aidan Gillen, Walton Goggins, Lee Ki-hong, Barry Pepper, Will Poulter, Patricia Clarkson, Katherine McNamara, Dexter Darden, Jacob Lofland, Nathalie Emmanuel"
277,The Perks Of Being A Wallflower,21/11/2021,9,2012,Stephen Chbosky,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Melanie Lynskey, Joan Cusack, Paul Rudd, Nina Dobrev, Adam Hagenbuch, Johnny Simmons, Erin Wilhelmi, Reece Thompson"
278,June Again,24/11/2021,7,2020,JJ Winlove,JJ Winlove,"Noni Hazlehurst, Claudia Karvan, Stephen Curry, Otis Dhanji, Nash Edgerton, Darren Gilshenan, Pip Miller, Matilda Ridgway, Sam Lyndon"
279,Uncle Frank,26/11/2021,8,2020,Alan Ball,Alan Ball,"Paul Bettany, Sophia Lillis, Peter Macdissi, Steve Zahn, Judy Greer, Margo Martindale, Stephen Root, Lois Smith"
280,Fair Game,28/11/2021,7,2010,Doug Liman,"Jez Butterworth, John-Henry Butterworth","Naomi Watts, Sean Penn, Sam Shepard, Ty Burrell, David Andrews, Brooke Smith, Noah Emmerich, Bruce McGill, Michael Kelly, Liraz Charchi, Khaled Nabawy, Adam LeFevre, Norbert Leo Butz, Jessica Hecht, Rebecca Rigg, David Denham, Geoffrey Cantor, Tim Griffin"
281,Fargo,02/12/2021,6,1996,Joel Coen,"Joel Coen, Ethan Coen","Frances McDormand, Steve Buscemi, William H. Macy, Peter Stormare, Harve Presnell, John Carroll Lynch, Kristin Rudrüd, Steve Reevis, Steve Park, Jose Feliciano"
282,The Curious Case Of Benjamin Button,04/12/2021,8,2008,David Fincher,Eric Roth,"Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond, Jason Flemyng, Mahershala Ali, Jared Harris, Elias Koteas, Phyllis Somerville, Tilda Swinton, Lance E. Nichols, Rampai Mohadi, Elle Fanning, Madisen Beaty, Faune Chambers Watkins, Donna DuPlantier, Tom Everett"
283,Dunkirk,10/12/2021,7,2017,Christopher Nolan,Christopher Nolan,"Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D___Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Tom Hardy"
284,Our Friend,11/12/2021,8,2021,Gabriela Cowperthwaite,Brad Ingelsby,"Jason Segel, Dakota Johnson, Casey Affleck, Isabella Kai Rice, Violet McGraw, John McConnell, Gwendoline Christie, Cherry Jones, Ahna O___Reilly, Reed Diamond, Denée Benton, Jake Owen, Jason Bayle, Sampley Barinaga, Marielle Scott, Azita Ghanizada"
285,Back To The Future,12/12/2021,8,1985,Robert Zemeckis,Bob Gale,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Tom Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, James Tolkan, Pat Buttram, Harry Carey Jr., Dub Taylor, Christopher Wynne, Sean Sullivan, Mike Watson"
286,The Unforgivable,17/12/2021,7,2021,Nora Fingscheidt,"Peter Craig, Hillary Seitz, Courtenay Miles","Sandra Bullock, Jon Bernthal, Vincent D___Onofrio, Viola Davis, Aisling Franciosi, Richard Thomas, W. Earl Brown, Tom Guiry, Linda Emond, Rob Morgan, Emma Nelson, Will Pullen"
287,No Sudden Move,18/12/2021,6,2021,Steven Soderbergh,Ed Solomon,"Don Cheadle, Benicio Del Toro, David Harbour, Jon Hamm, Amy Seimetz, Brendan Fraser, Kieran Culkin, Noah Jupe, Craig muMs Grant, Julia Fox, Frankie Shaw, Ray Liotta, Bill Duke"
288,Weekend At Bernie’s,19/12/2021,6,1989,Robert Klane,Robert Klane,"Andrew McCarthy, Jonathan Silverman, Terry Kiser, Barry Bostwick, Troy Byer, Tom Wright, Steve James"
289,Monty Python And The Holy Grail,20/12/2021,6,1975,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Neil Innes, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Bee Duffell, John Young, Rita Davies, Sally Kinghorn"
290,The Vault,26/12/2021,6,2021,Jaume Balagueró,"Rafa Martínez, Andres Koppel, Borja Glez Santaolalla, Michel Gaztambide, Rowan Athale","Freddie Highmore, Astrid Berges-Firsbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen"
291,Don’t Look Up,27/12/2021,8,2021,Adam McKay,"Adam McKay, David Sirota","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Rob Morgan, Jonah Hill, Cate Blanchett, Tyler Perry, Mark Rylance, Timothée Chalamet, Ron Perlman, Melanie Lynskey, Michael Chiklis, Ariana Grande, Kid Cudi, Himesh Patel, Tomer Sisley, Gina Gershon, Matthew Perry"
292,Polar,29/01/2022,5,2019,Jonas Akerlund,Jayson Rothwell,"Mads Mikkelsen, Vanessa Hudgens, Ruby O. Fee, Robert Maillet, Fei Ren, Inga Cadranel, Nia Roam, Anastasia Marinina"
293,The Misfits,29/01/2022,5,2021,Renny Harlin,"Kurt Wimmer, Robert Henny","Pierce Brosnan, Rami Jaber, Hermione Corfield, Jamie Chung, Mike Pirat Nitipaisalkul, Tim Roth, Nick Cannon, Sam Kalidi"
294,I Saw The Devil,31/01/2022,8,2010,Kim Jee-woon,Park Hun-jeong,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Chun Ho-jin, San-ha Oh, Yoon-seo Kim, Choi Moo-sung, In-seo Kim"
295,No Time To Die,05/02/2022,7,2021,Cary Joji Fukunaga,"Neal Purvis, Robert Wade, Cary Joji Fukunaga, Phoebe Waller-Bridge, Scott Z. Burns","Daniel Craig, Rami Malek, Léa Seydoux, Lashana Lynch, Ben Whishaw, Naomie Harris, Jeffrey Wright, Christoph Waltz, Ralph Fiennes, Rory Kinnear, David Dencik, Ana de Armas, Billy Magnussen, Dali Benssalah"
296,13th,10/02/2022,7,2016,Ava DuVernay,"Spencer Averick, Ava DuVernay","Michelle Alexander, Bryan Stevenson, Van Jones, Newt Gingrich, Grover Norquist, Angela Davis"
297,Groundhog Day,11/02/2022,6,1993,Harold Ramis,"Danny Rubin, Danny Rubin, Harold Ramis","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Ken Campbell, Peggy Roder, Harold Ramis, David Pasquesi"
298,Pig,12/02/2022,8,2021,Michael Sarnoski,Michael Sarnoski,"Nicolas Cage, Alex Wolff, Adam Arkin, Nina Belforte, Cassandra Violet, Julia Bray, Elijah Ungvary, David Knell, Beth Harper, Brian Sutherland, David Shaughnessy, Gretchen Corbett, Dalene Young, Darius Pierce"
299,The Card Counter,18/02/2022,8,2021,Paul Schrader,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan, Willem Dafoe, Alexander Babara, Bobby C. King, Ekaterina Baker, Bryan Truong, Dylan Flashner, Joel Michaely, Amye Gousset, Billy Slaughter"
300,The Power Of The Dog,20/02/2022,6,2021,Jane Campion,Jane Campion,"Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit-McPhee, Thomasin McKenzie, Frances Conroy, Keith Carradine, Geneviève Lemon, Peter Carroll, Adam Beach"
301,Last Night In Soho,26/02/2022,8,2021,Edgar Wright,"Edgar Wright, Krysty Wilson-Cairns","Anya Taylor-Joy, Thomasin McKenzie, Matt Smith, Terence Stamp, Diana Rigg, Rita Tushingham, Michael Ajao, Synnove Karlsen, James Phelps, Andrew Bicknell, Joakim Skarli"
302,Tick Tick… Boom!,27/02/2022,7,2021,Lin-Manuel Miranda,Steven Levenson,"Andrew Garfield, Alexandra Shipp, Vanessa Hudgens, Bradley Whitford, Judith Light, Joanna P. Adler, Noah Robbins, Robin De Jesus, Joshua Henry, Michaela Jaé Rodriguez, Tariq \""Black Thought\"" Trotter"
303,Scream (2022),04/03/2022,7,2022,"Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick","Neve Campbell, Courteney Cox, David Arquette, Melissa Barrera, Kyle Gallner, Mason Gooding, Mikey Madison, Dylan Minnette, Jenna Ortega, Jack Quaid, Marley Shelton, Jasmin Savoy Brown, Sonia Ammar"
304,The French Dispatch,05/03/2022,7,2021,Wes Anderson,"Wes Anderson, Roman Coppola, Hugo Guinness","Benicio Del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet, Lyna Khoudri, Jeffrey Wright, Mathieu Amalric, Steve Park, Bill Murray, Owen Wilson, Christoph Waltz, Ed Norton, Jason Schwartzman, Anjelica Huston"
305,Happy Death Day,11/03/2022,7,2017,Christopher Landon,Scott Lobdell,"Jessica Rothe, Israel Broussard, Ruby Modine, Rachel Matthews, Charles Aitken, Jason Bayle, Phi Vu, Donna DuPlantier, GiGi Erneta, Rob Mello"
306,The King’s Man,12/03/2022,6,2021,Matthew Vaughn,"Matthew Vaughn, Karl Gajdusek","Ralph Fiennes, Harris Dickinson, Rhys Ifans, Djimon Hounsou, Gemma Arterton, Matthew Goode, Tom Hollander, Charles Dance, Daniel Brühl, Stanley Tucci, Alison Steadman, Aaron Taylor-Johnson"
307,Scream (1996),19/03/2022,8,1996,Wes Craven,Kevin Williamson,"Neve Campbell, David Arquette, Courteney Cox, Matthew Lillard, Skeet Ulrich, Rose McGowan, Drew Barrymore, Jamie Kennedy, Henry Winkler, Lawrence Hecht, Liev Schreiber, W. Earl Brown"
308,Scream 2,22/03/2022,7,1997,Wes Craven,"Kevin Williamson, Kevin Williamson","David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O___Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Omar Epps, David Warner"
309,The Lost Daughter,25/03/2022,8,2021,Maggie Gyllenhaal,Maggie Gyllenhaal,"Olivia Colman, Dakota Johnson, Peter Sarsgaard, Jessie Buckley, Paul Mescal, Oliver Jackson-Cohen, Ellie Mae Blake, Yiannis Cheliotis, Abe Cohen, Dagmara Dominczyk, Jack Farthing, Ed Harris"
310,Dune,26/03/2022,9,2021,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgård, Jason Momoa, Zendaya, Charlotte Rampling, Dave Bautista, Javier Bardem, Sharon Duncan-Brewster, Stephen Henderson, Chen Chang, David Dastmalchian"
311,It Chapter 2,01/04/2022,5,2019,Andy Muschietti,Gary Dauberman,"Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa, Jay Ryan, James Ransone, Andy Bean, Bill Skarsgård, Jaeden Martell, Wyatt Oleff, Jack Dylan Grazer, Finn Wolfhard, Sophia Lillis, Chosen Jacobs, Jeremy Ray Taylor, Teach Grant, Nicholas Hamilton, Javier Botet, Xavier Dolan, Taylor Frey"
312,Coda,02/04/2022,9,2021,Sian Heder,Sian Heder,"Emilia Jones, Troy Kotsur, Marlee Matlin, Eugenio Derbez, Daniel Durant, Ferdia Walsh-Peelo, Amy Forsyth, Kevin Chapman, Courtland Jones, Molly Beth Thomas"
313,The Two Faces Of January,03/04/2022,6,2014,Hossein Amini,Hossein Amini,"Viggo Mortensen, Kirsten Dunst, Oscar Isaac, Daisy Bevan, Yigit Özsener, Omiros Poulakis, James Sobol Kelly, Prometheus Aleifer"
314,The Matrix Resurrections,10/04/2022,6,2021,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksandar Hemon","Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff, Jessica Henwick, Neil Patrick Harris, Jada Pinkett Smith, Priyanka Chopra Jonas, Christina Ricci, Lambert Wilson, Andrew Lewis Caldwell, Toby Onwumere, Max Riemelt, Joshua Grothe, Brian J. Smith, Eréndira Ibarra, Michael X. Sommers, , Mumbi Maina, Max Mauff"
315,Death On The Nile,14/04/2022,7,2022,Kenneth Branagh,Michael Green,"Kenneth Branagh, Gal Gadot, Armie Hammer, Emma Mackey, Annette Bening, Tom Bateman, Ali Fazal, Russell Brand, Sophie Okonedo, Letitia Wright, Dawn French, Jennifer Saunders, Rose Leslie"
316,Windfall,16/04/2022,7,2022,Charlie McDowell,"Justin Lader, Andrew Kevin Walker","Jason Segel, Lily Collins, Jesse Plemons, Omar Leyva"
317,Red Rocket,17/04/2022,7,2022,Sean Baker,"Sean Baker, Chris Bergoch","Simon Rex, Suzanna Son, Bree Elrod, Brenda Deiss, Ethan Darbone, Brittney Rodriguez, Judy Hill, Parker Bigham, Nate Venz"
318,The Worst Person In The World,23/04/2022,7,2022,Joachim Trier,"Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Maria Grazia Di Meo, Renate Reinsve, Herbert Nordrum, Hans Olav Brenner, Silje Storstein, Marianne Krogh, Vidar Sandem, Anna Dworak, Thea Stabell, Helene Bjøreby"
319,Inside Llewyn Davis,24/04/2022,7,2013,"Joel Coen, Ethan Coen","Joel Coen, Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund, F. Murray Abraham, Justin Timberlake, Ethan Phillips, Robin Bartlett, Max Casella, Jerry Grayson, Jeanine Serralles, Adam Driver, Stark Sands, Alex Karpovsky, Frank Ridley"
320,A Most Violent Year,29/04/2022,7,2014,J.C. Chandor,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Peter Gerety, Christopher Abbott, Glenn Fleshler, Jerry Adler, Ben Rosenfield, Ashley Williams"
321,Silent Night,30/04/2022,6,2021,Camille Griffin,Camille Griffin,"Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis, Lily-Rose Depp, Sope Dirisu, Kirby Howell-Baptiste, Lucy Punch, Rufus Jones, Trudie Styler, Holly Aird, Dora Davis, Davida McKenzie, Gilby Griffin Davis, Hardy Griffin Davis"
322,Chopper,07/05/2022,8,2000,Andrew Dominik,Andrew Dominik,"Eric Bana, Vince Colosimo, Simon Lyndon, Kate Beahan, David Field, Dan Wyllie, Bill Young, Kenny Graham, Garry Waddell, Fred Barker, Serge Liistro, Peter Hardy, Renée Brack, Terry Willesee"
323,Spencer,20/05/2022,7,2021,Pablo Larraín,Steven Knight,"Kristen Jaymes Stewart, Sally Hawkins, Timothy Spall, Sean Harris, Jack Farthing, Jack Nielen, Freddie Spry, Stella Gonet, Richard Sammel, Elizabeth Berrington, Lore Stefanek, Amy Manson"
324,King Richard,22/05/2022,8,2021,Reinaldo Marcus Green,Zach Baylin,"Will Smith, Aunjanue Ellis, Jon Bernthal, Saniyya Sidney, Demi Singleton, Tony Goldwyn, Mikayla Lashae Bartholomew, Daniele Lawson, Layla Crawford, Erika Ringor, Noah Bean, Craig Tate, Josiah Cross, Dylan McDermott, Liev Schreiber, Susie Abromeit, Judith Chapman, Chet Grissom, Andy Bean, Kevin Dunn"
325,Body Of Lies,27/05/2022,7,2008,Ridley Scott,William Monahan,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani, Oscar Isaac, Ali Suliman, Alon Aboutboul, Vince Colosimo, Simon McBurney, Mehdi Nebbou, Michael Gaston, Kais Nashif, Jameel Khoury"
326,Nightmare Alley,29/05/2022,6,2021,Guillermo del Toro,"Guillermo del Toro, Kim Morgan","Bradley Cooper, Rooney Mara, Cate Blanchett, Ron Perlman, Toni Collette, Mary Steenburgen, Willem Dafoe, David Strathairn, Richard Jenkins, Mark Povinelli"
327,Joint Security Area,05/06/2022,7,2000,Park Chan-wook,Park Chan-wook,"Lee Young-ae, Song Kang-ho, Kim Tae-woo, Shin Ha-kyun, Lee Byung-hun"
328,The Batman,11/06/2022,8,2022,Matt Reeves,"Matt Reeves, Peter Craig","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano, John Turturro, Andy Serkis, Peter Sarsgaard, Barry Keoghan, Jayme Lawson, Gil Perez-Abraham, Peter McDonald, Con O___Neill, Alex Ferns, Rupert Penry-Jones"
